@RELATION fullstop

             @ATTRIBUTE three_before_numeric {TRUE, FALSE}

             @ATTRIBUTE two_before_type {fullstop, numeric, other}

             @ATTRIBUTE two_after_fullstop {TRUE, FALSE}

             @ATTRIBUTE one_after_type {lower, capital_common, np, comma, fullstop, numeric, quotes, other}

             @ATTRIBUTE one_before_type {title, abbrev, internal, quotes, time, other}

             @ATTRIBUTE one_before_contains_fullstop {TRUE, FALSE}

             @ATTRIBUTE one_before_capitals integer

             @ATTRIBUTE one_after_length integer

             @ATTRIBUTE one_before_length integer

             @ATTRIBUTE words_since_EOS integer

             @ATTRIBUTE words_until_EOS integer

             @ATTRIBUTE spaces_following integer

             @ATTRIBUTE class {EOS, NEOS}

             @DATA
FALSE,other,FALSE,other,other,FALSE,0,6,4,34,27,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,3,6,0,0,EOS
FALSE,other,FALSE,other,internal,FALSE,0,6,1,159,143,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,54,49,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,6,7,66,277,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,42,140,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,10,93,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,4,5,23,59,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,7,37,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,2,40,37,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,14,23,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,9,25,18,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,15,4,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,10,9,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,2,184,64,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,3,35,15,2,EOS
FALSE,other,TRUE,lower,other,TRUE,1,2,5,380,297,1,NEOS
FALSE,other,FALSE,other,other,FALSE,0,10,6,16,46,1,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,7,93,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,7,10,182,88,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,1,4,324,32,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,10,129,60,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,10,204,21,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,65,19,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,23,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,1,7,1,19,127,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,4,74,114,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,6,4,10,68,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,1,84,50,1,EOS
FALSE,other,FALSE,other,title,FALSE,1,6,2,67,42,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,1,3,3,20,14,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,10,3,60,25,2,EOS
FALSE,other,FALSE,other,other,FALSE,1,5,1,18,13,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,17,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,7,4,203,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,26,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,26,420,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,8,5,73,23,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,18,67,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,8,109,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,22,48,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,50,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,3,28,0,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,135,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,7,63,75,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,10,43,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,9,10,105,35,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,7,6,296,32,2,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,4,25,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,6,4,17,20,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,5,3,213,86,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,92,56,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,14,7,53,1,EOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,13,2,27,68,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,7,25,77,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,3,4,74,68,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,3,8,0,0,EOS
FALSE,fullstop,FALSE,numeric,abbrev,FALSE,1,1,2,19,13,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,11,160,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,51,24,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,9,30,20,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,20,14,1,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,5,27,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,5,2,13,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,7,71,54,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,54,40,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,9,122,37,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,100,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,3,56,155,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,68,60,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,3,35,64,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,18,67,1,EOS
FALSE,other,FALSE,numeric,other,FALSE,1,1,3,41,4,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,40,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,16,13,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,56,0,0,EOS
FALSE,fullstop,FALSE,other,title,FALSE,1,7,3,171,86,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,8,10,19,47,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,9,121,40,2,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,209,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,4,62,52,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,109,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,1,10,1,3,23,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,7,4,68,38,2,EOS
FALSE,other,TRUE,other,title,FALSE,1,1,2,5,15,2,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,44,41,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,19,100,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,33,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,2,139,127,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,317,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,14,144,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,2,26,140,2,EOS
FALSE,other,FALSE,lower,internal,TRUE,0,7,3,19,89,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,28,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,7,215,110,2,EOS
FALSE,other,TRUE,other,title,FALSE,1,1,3,16,81,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,7,101,106,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,6,42,57,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,6,33,48,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,4,92,34,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,5,192,61,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,4,8,1,EOS
FALSE,fullstop,TRUE,other,other,FALSE,1,1,1,168,119,1,NEOS
FALSE,other,FALSE,np,other,FALSE,1,3,7,33,0,0,EOS
TRUE,fullstop,FALSE,np,other,FALSE,0,3,1,32,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,15,7,2,EOS
FALSE,other,FALSE,other,title,FALSE,1,4,3,1,78,1,NEOS
FALSE,other,FALSE,other,title,FALSE,1,12,2,30,78,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,12,206,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,7,33,20,2,EOS
FALSE,other,FALSE,other,other,FALSE,1,6,1,30,5,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,85,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,2,19,7,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,8,57,30,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,3,6,33,27,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,50,113,2,EOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,4,2,122,140,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,7,119,15,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,65,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,62,18,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,193,401,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,74,151,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,8,10,205,146,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,3,8,50,177,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,14,47,25,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,10,46,134,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,4,4,42,14,1,EOS
FALSE,other,TRUE,other,title,FALSE,1,1,3,13,25,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,10,47,162,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,6,182,292,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,133,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,35,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,8,60,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,3,3,14,70,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,39,15,1,EOS
FALSE,other,TRUE,numeric,abbrev,FALSE,0,1,2,14,8,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,278,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,6,72,7,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,41,32,2,EOS
FALSE,other,FALSE,np,abbrev,FALSE,0,3,2,130,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,13,21,63,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,9,3,159,109,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,17,28,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,23,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,52,39,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,9,58,39,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,12,17,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,14,46,1,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,6,78,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,65,0,0,EOS
FALSE,fullstop,FALSE,capital_common,other,FALSE,1,4,9,13,97,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,11,13,40,1,EOS
FALSE,fullstop,FALSE,other,other,FALSE,1,7,1,23,93,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,12,30,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,8,123,31,1,EOS
FALSE,other,FALSE,other,title,FALSE,1,5,2,50,38,1,NEOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,6,2,249,36,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,7,113,161,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,6,14,73,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,55,56,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,3,6,44,5,1,EOS
FALSE,other,FALSE,np,time,FALSE,1,3,6,166,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,8,7,20,283,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,6,53,14,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,8,35,120,2,EOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,4,2,176,32,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,8,2,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,9,51,73,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,102,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,12,18,19,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,68,25,2,EOS
FALSE,other,TRUE,other,other,FALSE,0,3,5,31,14,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,16,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,139,59,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,3,121,142,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,82,286,2,EOS
FALSE,other,TRUE,numeric,other,FALSE,0,1,7,72,1,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,5,58,82,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,20,195,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,10,11,49,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,4,19,83,2,EOS
FALSE,other,FALSE,np,other,TRUE,0,3,1,35,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,28,16,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,36,31,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,39,0,0,EOS
FALSE,fullstop,FALSE,capital_common,other,FALSE,0,4,7,516,161,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,26,63,1,EOS
FALSE,other,FALSE,other,title,FALSE,1,5,2,30,27,1,NEOS
FALSE,other,FALSE,other,other,FALSE,0,5,6,157,86,1,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,5,34,0,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,58,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,6,24,9,2,EOS
FALSE,other,TRUE,other,other,FALSE,0,6,7,3,82,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,6,5,209,29,1,EOS
FALSE,fullstop,FALSE,other,title,FALSE,1,5,2,36,14,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,12,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,50,19,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,5,3,12,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,11,61,35,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,6,8,47,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,53,14,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,5,68,25,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,3,70,53,2,EOS
FALSE,other,TRUE,other,other,FALSE,1,1,1,37,184,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,14,92,2,EOS
FALSE,fullstop,FALSE,np,other,FALSE,0,3,1,16,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,4,76,8,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,8,143,203,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,20,10,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,11,9,8,127,3,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,60,64,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,8,5,252,216,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,13,32,10,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,10,69,171,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,7,4,22,19,1,EOS
FALSE,other,FALSE,other,title,FALSE,1,4,3,11,6,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,1,4,6,38,42,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,151,46,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,82,120,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,10,70,180,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,10,16,54,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,4,4,44,164,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,1,10,203,21,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,1,71,65,1,EOS
FALSE,other,FALSE,other,abbrev,FALSE,0,8,4,196,134,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,57,70,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,38,72,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,12,61,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,10,65,29,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,8,253,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,40,45,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,11,93,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,8,22,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,3,46,0,0,EOS
FALSE,other,FALSE,capital_common,abbrev,FALSE,0,2,3,39,99,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,4,8,40,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,37,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,69,107,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,9,8,80,29,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,14,62,95,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,70,47,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,8,8,209,25,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,2,27,6,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,4,7,104,89,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,4,55,50,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,36,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,7,8,3,352,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,60,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,8,77,14,2,EOS
FALSE,other,FALSE,other,other,FALSE,1,8,10,38,55,2,EOS
FALSE,other,FALSE,other,title,FALSE,1,7,2,41,25,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,7,30,17,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,3,22,0,0,EOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,3,2,175,46,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,66,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,7,5,99,46,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,96,0,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,67,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,8,2,17,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,68,175,2,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,325,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,6,11,74,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,4,25,194,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,4,24,77,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,7,106,79,2,EOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,1,2,471,294,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,124,178,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,12,43,121,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,192,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,28,0,0,EOS
FALSE,other,FALSE,other,title,FALSE,1,8,2,170,193,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,74,0,0,EOS
FALSE,other,TRUE,other,other,FALSE,1,1,1,86,14,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,8,76,0,0,EOS
FALSE,other,FALSE,numeric,abbrev,FALSE,1,1,3,1,62,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,56,0,0,EOS
FALSE,other,FALSE,comma,abbrev,FALSE,1,1,3,25,10,0,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,8,35,0,0,EOS
FALSE,fullstop,FALSE,comma,other,FALSE,1,1,1,9,97,0,NEOS
FALSE,other,TRUE,numeric,other,FALSE,0,1,8,67,1,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,44,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,3,4,11,20,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,5,15,46,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,6,8,16,23,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,5,6,7,9,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,9,36,39,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,8,7,47,9,2,EOS
FALSE,other,FALSE,other,other,FALSE,1,4,3,0,125,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,2,15,12,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,9,10,36,58,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,293,147,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,12,16,141,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,5,16,48,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,36,38,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,2,65,70,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,10,112,42,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,96,200,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,3,30,0,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,63,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,25,67,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,9,79,92,1,EOS
FALSE,other,FALSE,other,other,FALSE,1,2,5,9,36,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,293,123,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,8,4,35,8,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,5,121,145,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,10,33,66,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,6,7,18,76,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,37,9,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,8,5,27,104,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,6,4,39,291,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,5,44,22,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,6,1,30,40,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,1,23,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,50,0,0,EOS
FALSE,numeric,FALSE,capital_common,other,FALSE,0,3,5,15,13,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,4,7,21,5,2,EOS
FALSE,numeric,FALSE,other,other,FALSE,0,8,5,111,20,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,8,217,415,2,EOS
FALSE,other,FALSE,other,other,TRUE,3,1,5,69,107,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,6,4,32,23,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,11,575,147,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,17,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,14,136,189,2,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,7,42,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,7,36,17,2,EOS
FALSE,fullstop,FALSE,comma,other,FALSE,1,1,1,15,40,0,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,95,24,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,3,66,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,9,53,36,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,21,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,3,3,0,46,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,3,6,124,69,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,34,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,4,3,143,56,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,19,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,13,45,0,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,38,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,11,290,32,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,46,106,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,33,149,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,5,12,87,2,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,11,187,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,16,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,9,37,28,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,4,8,30,20,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,37,64,2,EOS
FALSE,other,FALSE,capital_common,abbrev,FALSE,0,3,2,23,12,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,7,80,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,4,27,25,2,EOS
