@RELATION fullstop

             @ATTRIBUTE length integer 

             @ATTRIBUTE dist_BOS integer 

             @ATTRIBUTE init_spaces integer 

             @ATTRIBUTE init_tabs integer 

             @ATTRIBUTE class {NNHEAD, QUOTED, SIG, TABLE, GRAPHIC, HEADL, ADDRESS, ITEM, PTEXT}

             @DATA
32,13,0,0,NNHEAD
30,13,0,0,NNHEAD
77,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
51,15,0,0,QUOTED
48,15,0,0,QUOTED
72,22,0,0,PTEXT
68,22,0,0,PTEXT
71,22,0,0,PTEXT
73,22,0,0,PTEXT
69,22,0,0,PTEXT
70,22,0,0,PTEXT
70,22,0,0,PTEXT
69,31,0,0,PTEXT
75,31,0,0,PTEXT
66,31,0,0,PTEXT
72,31,0,0,PTEXT
73,31,0,0,PTEXT
73,31,0,0,PTEXT
72,31,0,0,PTEXT
73,31,0,0,PTEXT
6,31,0,0,PTEXT
2,36,0,0,SIG
77,36,0,0,SIG
77,36,0,0,SIG
78,36,0,0,SIG
77,36,0,0,SIG
213,13,0,0,NNHEAD
43,13,0,0,NNHEAD
185,13,0,0,NNHEAD
44,13,0,0,NNHEAD
39,13,0,0,NNHEAD
27,13,0,0,NNHEAD
30,13,0,0,NNHEAD
49,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
74,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,30,0,0,QUOTED
48,30,0,0,QUOTED
1,30,0,0,QUOTED
76,30,0,0,QUOTED
77,30,0,0,QUOTED
72,30,0,0,QUOTED
76,30,0,0,QUOTED
2,30,0,0,QUOTED
73,30,0,0,QUOTED
76,30,0,0,QUOTED
49,30,0,0,QUOTED
1,30,0,0,QUOTED
76,30,0,0,QUOTED
80,30,0,0,QUOTED
77,30,0,0,QUOTED
71,30,0,0,QUOTED
1,30,0,0,QUOTED
75,44,0,0,PTEXT
68,44,0,0,PTEXT
79,44,0,0,PTEXT
77,44,0,0,PTEXT
79,44,0,0,PTEXT
77,44,0,0,PTEXT
76,44,0,0,PTEXT
79,44,0,0,PTEXT
76,44,0,0,PTEXT
79,44,0,0,PTEXT
78,44,0,0,PTEXT
74,44,0,0,PTEXT
79,44,0,0,PTEXT
15,44,0,0,PTEXT
72,46,0,0,PTEXT
55,46,0,0,PTEXT
5,47,0,0,SIG
64,54,0,0,SIG
39,54,0,0,SIG
54,54,0,0,SIG
33,54,0,0,SIG
45,54,0,0,SIG
53,54,0,0,SIG
64,54,0,0,SIG
182,14,0,0,NNHEAD
43,14,0,0,NNHEAD
154,14,0,0,NNHEAD
38,14,0,0,NNHEAD
39,14,0,0,NNHEAD
52,14,0,0,NNHEAD
30,14,0,0,NNHEAD
71,14,0,0,NNHEAD
9,14,0,0,NNHEAD
23,14,0,0,NNHEAD
32,14,0,0,NNHEAD
74,14,0,0,NNHEAD
32,14,0,0,NNHEAD
65,14,0,0,NNHEAD
63,20,0,0,QUOTED
45,20,0,0,QUOTED
78,20,0,0,QUOTED
78,20,0,0,QUOTED
76,20,0,0,QUOTED
77,20,0,0,QUOTED
64,25,0,0,PTEXT
68,25,0,0,PTEXT
67,25,0,0,PTEXT
70,25,0,0,PTEXT
50,25,0,0,PTEXT
71,27,0,0,PTEXT
28,27,0,0,PTEXT
75,33,0,0,SIG
75,33,0,0,SIG
75,33,0,0,SIG
13,33,0,0,SIG
57,33,0,0,SIG
75,33,0,0,SIG
39,9,0,0,NNHEAD
32,9,0,0,NNHEAD
30,9,0,0,NNHEAD
77,9,0,0,NNHEAD
9,9,0,0,NNHEAD
23,9,0,0,NNHEAD
32,9,0,0,NNHEAD
89,9,0,0,NNHEAD
32,9,0,0,NNHEAD
51,13,0,0,QUOTED
75,13,0,0,QUOTED
75,13,0,0,QUOTED
66,13,0,0,QUOTED
67,15,0,0,QUOTED
18,15,0,0,QUOTED
49,16,0,0,PTEXT
70,21,0,0,PTEXT
67,21,0,0,PTEXT
65,21,0,0,PTEXT
64,21,0,0,PTEXT
71,21,0,0,PTEXT
2,26,0,0,SIG
77,26,0,0,SIG
77,26,0,0,SIG
78,26,0,0,SIG
77,26,0,0,SIG
169,13,0,0,NNHEAD
43,13,0,0,NNHEAD
141,13,0,0,NNHEAD
34,13,0,0,NNHEAD
39,13,0,0,NNHEAD
32,13,0,0,NNHEAD
30,13,0,0,NNHEAD
31,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
53,13,0,0,NNHEAD
32,13,0,0,NNHEAD
43,16,0,0,QUOTED
73,16,0,0,QUOTED
35,16,0,0,QUOTED
77,27,0,0,PTEXT
76,27,0,0,PTEXT
77,27,0,0,PTEXT
75,27,0,0,PTEXT
76,27,0,0,PTEXT
76,27,0,0,PTEXT
74,27,0,0,PTEXT
75,27,0,0,PTEXT
78,27,0,0,PTEXT
78,27,0,0,PTEXT
19,27,0,0,PTEXT
77,32,0,0,PTEXT
76,32,0,0,PTEXT
78,32,0,0,PTEXT
78,32,0,0,PTEXT
15,32,0,0,PTEXT
78,34,0,0,PTEXT
66,34,0,0,PTEXT
5,35,0,0,PTEXT
173,14,0,0,NNHEAD
43,14,0,0,NNHEAD
145,14,0,0,NNHEAD
50,14,0,0,NNHEAD
39,14,0,0,NNHEAD
52,14,0,0,NNHEAD
30,14,0,0,NNHEAD
48,14,0,0,NNHEAD
9,14,0,0,NNHEAD
23,14,0,0,NNHEAD
32,14,0,0,NNHEAD
32,14,0,0,NNHEAD
36,14,0,0,NNHEAD
32,14,0,0,NNHEAD
39,15,0,0,PTEXT
63,16,0,0,PTEXT
46,17,0,0,PTEXT
63,20,0,0,PTEXT
65,20,0,0,PTEXT
50,20,0,0,PTEXT
69,25,0,0,PTEXT
66,25,0,0,PTEXT
67,25,0,0,PTEXT
68,25,0,0,PTEXT
64,25,0,0,PTEXT
73,26,0,0,PTEXT
3,27,0,0,SIG
75,20,0,0,QUOTED
75,20,0,0,QUOTED
74,20,0,0,QUOTED
75,20,0,0,QUOTED
74,20,0,0,QUOTED
66,20,0,0,QUOTED
12,20,0,0,QUOTED
1,20,0,0,QUOTED
73,20,0,0,QUOTED
73,20,0,0,QUOTED
73,20,0,0,QUOTED
27,20,0,0,QUOTED
1,20,0,0,QUOTED
49,20,0,0,QUOTED
1,20,0,0,QUOTED
31,20,0,0,QUOTED
1,20,0,0,QUOTED
7,20,0,0,QUOTED
1,20,0,0,QUOTED
1,20,0,0,QUOTED
151,13,0,0,NNHEAD
43,13,0,0,NNHEAD
123,13,0,0,NNHEAD
37,13,0,0,NNHEAD
39,13,0,0,NNHEAD
52,13,0,0,NNHEAD
30,13,0,0,NNHEAD
56,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
67,14,0,0,QUOTED
75,20,0,0,QUOTED
74,20,0,0,QUOTED
75,20,0,0,QUOTED
74,20,0,0,QUOTED
66,20,0,0,QUOTED
12,20,0,0,QUOTED
73,24,0,0,QUOTED
73,24,0,0,QUOTED
73,24,0,0,QUOTED
27,24,0,0,QUOTED
49,25,0,0,QUOTED
31,26,0,0,QUOTED
7,27,0,0,QUOTED
68,9,0,0,PTEXT
65,9,0,0,PTEXT
69,9,0,0,PTEXT
72,9,0,0,PTEXT
68,9,0,0,PTEXT
65,9,0,0,PTEXT
64,9,0,0,PTEXT
64,9,0,0,PTEXT
33,9,0,0,PTEXT
66,15,0,0,PTEXT
65,15,0,0,PTEXT
66,15,0,0,PTEXT
60,15,0,0,PTEXT
63,15,0,0,PTEXT
20,15,0,0,PTEXT
67,19,0,0,PTEXT
69,19,0,0,PTEXT
67,19,0,0,PTEXT
65,19,0,0,PTEXT
66,24,0,0,PTEXT
73,24,0,0,PTEXT
69,24,0,0,PTEXT
70,24,0,0,PTEXT
32,24,0,0,PTEXT
67,33,0,0,PTEXT
69,33,0,0,PTEXT
70,33,0,0,PTEXT
66,33,0,0,PTEXT
71,33,0,0,PTEXT
68,33,0,0,PTEXT
67,33,0,0,PTEXT
72,33,0,0,PTEXT
44,33,0,0,PTEXT
65,41,0,0,PTEXT
64,41,0,0,PTEXT
67,41,0,0,PTEXT
65,41,0,0,PTEXT
61,41,0,0,PTEXT
58,41,0,0,PTEXT
65,41,0,0,PTEXT
26,41,0,0,PTEXT
66,45,0,0,PTEXT
65,45,0,0,PTEXT
63,45,0,0,PTEXT
61,45,0,0,PTEXT
8,1,0,1,SIG
151,12,0,0,NNHEAD
43,12,0,0,NNHEAD
123,12,0,0,NNHEAD
50,12,0,0,NNHEAD
39,12,0,0,NNHEAD
43,12,0,0,NNHEAD
30,12,0,0,NNHEAD
22,12,0,0,NNHEAD
9,12,0,0,NNHEAD
23,12,0,0,NNHEAD
32,12,0,0,NNHEAD
32,12,0,0,NNHEAD
67,15,0,0,PTEXT
67,15,0,0,PTEXT
65,15,0,0,PTEXT
65,21,0,0,PTEXT
69,21,0,0,PTEXT
69,21,0,0,PTEXT
67,21,0,0,PTEXT
73,21,0,0,PTEXT
21,21,0,0,PTEXT
2,24,0,0,SIG
73,24,0,0,SIG
76,24,0,0,SIG
151,13,0,0,NNHEAD
43,13,0,0,NNHEAD
123,13,0,0,NNHEAD
54,13,0,0,NNHEAD
39,13,0,0,NNHEAD
30,13,0,0,NNHEAD
30,13,0,0,NNHEAD
83,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
47,13,0,0,NNHEAD
32,13,0,0,NNHEAD
26,14,0,0,QUOTED
72,20,0,0,QUOTED
62,20,0,0,QUOTED
72,20,0,0,QUOTED
67,20,0,0,QUOTED
67,20,0,0,QUOTED
46,20,0,0,QUOTED
34,21,0,0,PTEXT
39,22,0,0,ITEM
67,23,0,0,ITEM
75,24,0,0,ITEM
72,27,0,0,ITEM
73,27,5,0,ITEM
22,27,5,0,ITEM
73,29,0,0,PTEXT
19,29,0,0,PTEXT
70,31,0,0,PTEXT
65,31,0,0,PTEXT
69,2,0,0,QUOTED
29,2,0,0,QUOTED
74,8,0,0,PTEXT
73,8,0,0,PTEXT
76,8,0,0,PTEXT
75,8,0,0,PTEXT
72,8,0,0,PTEXT
33,8,0,0,PTEXT
73,13,0,0,PTEXT
74,13,0,0,PTEXT
74,13,0,0,PTEXT
74,13,0,0,PTEXT
35,13,0,0,PTEXT
7,14,0,0,PTEXT
12,2,0,0,PTEXT
9,2,0,0,PTEXT
190,13,0,0,NNHEAD
43,13,0,0,NNHEAD
162,13,0,0,NNHEAD
62,13,0,0,NNHEAD
39,13,0,0,NNHEAD
34,13,0,0,NNHEAD
30,13,0,0,NNHEAD
47,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
68,13,0,0,NNHEAD
32,13,0,0,NNHEAD
75,15,0,0,QUOTED
16,15,0,0,QUOTED
73,25,0,0,PTEXT
78,25,0,0,PTEXT
77,25,0,0,PTEXT
19,25,0,0,PTEXT
77,25,0,0,PTEXT
78,25,0,0,PTEXT
78,25,0,0,PTEXT
48,25,0,0,PTEXT
4,25,0,0,PTEXT
13,25,0,0,PTEXT
199,13,0,0,NNHEAD
43,13,0,0,NNHEAD
171,13,0,0,NNHEAD
43,13,0,0,NNHEAD
39,13,0,0,NNHEAD
34,13,0,0,NNHEAD
37,13,0,0,NNHEAD
51,13,0,0,NNHEAD
9,13,0,0,NNHEAD
29,13,0,0,NNHEAD
56,13,0,0,NNHEAD
89,13,0,0,NNHEAD
42,13,0,0,NNHEAD
71,15,0,0,PTEXT
24,15,0,0,PTEXT
79,17,0,0,QUOTED
10,17,0,0,QUOTED
69,19,0,0,PTEXT
34,19,0,0,PTEXT
69,23,0,0,PTEXT
74,23,0,0,PTEXT
70,23,0,0,PTEXT
19,23,0,0,PTEXT
62,25,0,0,PTEXT
55,25,0,0,PTEXT
71,27,0,0,PTEXT
56,27,0,0,PTEXT
3,28,0,0,SIG
155,15,0,0,NNHEAD
43,15,0,0,NNHEAD
127,15,0,0,NNHEAD
44,15,0,0,NNHEAD
39,15,0,0,NNHEAD
32,15,0,0,NNHEAD
30,15,0,0,NNHEAD
25,15,0,0,NNHEAD
9,15,0,0,NNHEAD
21,15,0,0,NNHEAD
32,15,0,0,NNHEAD
77,15,0,0,NNHEAD
33,15,0,0,NNHEAD
77,15,0,0,NNHEAD
18,15,0,0,NNHEAD
44,16,0,0,QUOTED
72,19,1,0,QUOTED
69,19,1,0,QUOTED
32,19,1,0,QUOTED
62,20,0,0,PTEXT
79,22,1,0,QUOTED
77,22,1,0,QUOTED
74,31,0,0,PTEXT
70,31,0,0,PTEXT
74,31,0,0,PTEXT
67,31,0,0,PTEXT
67,31,0,0,PTEXT
72,31,0,0,PTEXT
74,31,0,0,PTEXT
71,31,0,0,PTEXT
12,31,0,0,PTEXT
72,37,0,0,PTEXT
73,37,0,0,PTEXT
74,37,0,0,PTEXT
73,37,0,0,PTEXT
74,37,0,0,PTEXT
57,37,0,0,PTEXT
69,39,0,0,PTEXT
48,39,0,0,PTEXT
70,43,0,0,PTEXT
69,43,0,0,PTEXT
72,43,0,0,PTEXT
66,43,0,0,PTEXT
71,46,0,0,PTEXT
74,46,0,0,PTEXT
63,46,0,0,PTEXT
66,47,1,0,QUOTED
70,51,0,0,PTEXT
74,51,0,0,PTEXT
73,51,0,0,PTEXT
47,51,0,0,PTEXT
74,52,1,0,QUOTED
71,56,0,0,PTEXT
71,56,0,0,PTEXT
71,56,0,0,PTEXT
35,56,0,0,PTEXT
3,61,0,0,SIG
75,61,0,0,SIG
69,61,5,0,SIG
69,61,4,0,SIG
57,61,0,1,SIG
270,13,0,0,NNHEAD
43,13,0,0,NNHEAD
242,13,0,0,NNHEAD
43,13,0,0,NNHEAD
39,13,0,0,NNHEAD
32,13,0,0,NNHEAD
37,13,0,0,NNHEAD
51,13,0,0,NNHEAD
9,13,0,0,NNHEAD
29,13,0,0,NNHEAD
56,13,0,0,NNHEAD
32,13,0,0,NNHEAD
42,13,0,0,NNHEAD
65,14,0,0,QUOTED
76,17,0,0,QUOTED
71,17,0,0,QUOTED
61,17,0,0,QUOTED
70,21,0,0,PTEXT
73,21,0,0,PTEXT
72,21,0,0,PTEXT
19,21,0,0,PTEXT
72,24,0,0,PTEXT
70,24,0,0,PTEXT
17,24,0,0,PTEXT
75,46,0,0,TABLE
74,46,0,0,TABLE
75,46,61,0,TABLE
74,46,61,0,TABLE
54,46,0,0,TABLE
72,46,0,0,TABLE
49,46,0,0,TABLE
76,46,0,0,TABLE
77,46,0,0,TABLE
62,46,0,0,TABLE
69,46,0,0,TABLE
49,46,0,0,TABLE
7,46,0,0,TABLE
49,46,0,0,TABLE
53,46,0,0,TABLE
7,46,0,0,TABLE
2,46,0,0,TABLE
2,46,0,0,TABLE
2,46,0,0,TABLE
2,46,0,0,TABLE
2,46,0,0,TABLE
2,46,0,0,TABLE
3,3,0,0,PTEXT
61,3,0,0,PTEXT
79,3,0,0,PTEXT
207,12,0,0,NNHEAD
43,12,0,0,NNHEAD
179,12,0,0,NNHEAD
45,12,0,0,NNHEAD
39,12,0,0,NNHEAD
24,12,0,0,NNHEAD
30,12,0,0,NNHEAD
38,12,0,0,NNHEAD
9,12,0,0,NNHEAD
23,12,0,0,NNHEAD
32,12,0,0,NNHEAD
32,12,0,0,NNHEAD
69,22,0,0,PTEXT
70,22,0,0,PTEXT
69,22,0,0,PTEXT
69,22,0,0,PTEXT
68,22,0,0,PTEXT
70,22,0,0,PTEXT
68,22,0,0,PTEXT
66,22,0,0,PTEXT
68,22,0,0,PTEXT
62,22,0,0,PTEXT
70,25,0,0,PTEXT
68,25,0,0,PTEXT
49,25,0,0,PTEXT
25,29,6,0,ITEM
19,29,6,0,ITEM
36,29,6,0,ITEM
50,29,6,0,ITEM
63,39,0,0,PTEXT
68,39,0,0,PTEXT
62,39,0,0,PTEXT
70,39,0,0,PTEXT
72,39,0,0,PTEXT
62,39,0,0,PTEXT
65,39,0,0,PTEXT
70,39,0,0,PTEXT
68,39,0,0,PTEXT
54,39,0,0,PTEXT
5,40,0,0,PTEXT
67,2,0,0,PTEXT
18,2,0,0,PTEXT
63,3,0,0,PTEXT
14,8,0,0,TABLE
11,8,0,0,TABLE
11,8,0,0,TABLE
11,8,0,0,TABLE
11,8,0,0,TABLE
8,8,0,0,TABLE
13,8,0,0,TABLE
10,8,0,0,TABLE
161,13,0,0,NNHEAD
43,13,0,0,NNHEAD
133,13,0,0,NNHEAD
40,13,0,0,NNHEAD
39,13,0,0,NNHEAD
28,13,0,0,NNHEAD
30,13,0,0,NNHEAD
72,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
38,14,0,0,QUOTED
73,16,0,0,QUOTED
42,16,0,0,QUOTED
74,24,0,0,PTEXT
73,24,0,0,PTEXT
71,24,0,0,PTEXT
69,24,0,0,PTEXT
72,24,0,0,PTEXT
68,24,0,0,PTEXT
70,24,0,0,PTEXT
71,24,0,0,PTEXT
71,28,0,0,PTEXT
72,28,0,0,PTEXT
76,28,0,0,PTEXT
41,28,0,0,PTEXT
76,31,0,0,PTEXT
73,31,0,0,PTEXT
33,31,0,0,PTEXT
75,34,0,0,PTEXT
74,34,0,0,PTEXT
71,34,0,0,PTEXT
146,14,0,0,NNHEAD
43,14,0,0,NNHEAD
118,14,0,0,NNHEAD
50,14,0,0,NNHEAD
39,14,0,0,NNHEAD
21,14,0,0,NNHEAD
32,14,0,0,NNHEAD
48,14,0,0,NNHEAD
9,14,0,0,NNHEAD
36,14,0,0,NNHEAD
47,14,0,0,NNHEAD
53,14,0,0,NNHEAD
36,14,0,0,NNHEAD
41,14,0,0,NNHEAD
74,21,0,0,QUOTED
39,21,0,0,QUOTED
1,21,0,0,QUOTED
74,21,0,0,QUOTED
43,21,0,0,QUOTED
1,21,0,0,QUOTED
66,21,0,0,QUOTED
67,24,0,0,PTEXT
69,24,0,0,PTEXT
59,24,0,0,PTEXT
69,28,0,0,PTEXT
68,28,0,0,PTEXT
65,28,0,0,PTEXT
30,28,0,0,PTEXT
64,31,0,0,PTEXT
63,31,0,0,PTEXT
8,31,0,0,PTEXT
66,34,0,0,PTEXT
66,34,0,0,PTEXT
36,34,0,0,PTEXT
69,37,0,0,PTEXT
65,37,0,0,PTEXT
26,37,0,0,PTEXT
3,38,0,0,SIG
219,14,0,0,NNHEAD
43,14,0,0,NNHEAD
191,14,0,0,NNHEAD
42,14,0,0,NNHEAD
39,14,0,0,NNHEAD
25,14,0,0,NNHEAD
30,14,0,0,NNHEAD
28,14,0,0,NNHEAD
9,14,0,0,NNHEAD
23,14,0,0,NNHEAD
32,14,0,0,NNHEAD
89,14,0,0,NNHEAD
28,14,0,0,NNHEAD
32,14,0,0,NNHEAD
100,37,0,0,QUOTED
75,37,0,0,QUOTED
40,37,0,0,QUOTED
2,37,0,0,QUOTED
75,37,0,0,QUOTED
44,37,0,0,QUOTED
2,37,0,0,QUOTED
67,37,0,0,QUOTED
1,37,0,0,QUOTED
68,37,0,0,QUOTED
70,37,0,0,QUOTED
60,37,0,0,QUOTED
1,37,0,0,QUOTED
70,37,0,0,QUOTED
69,37,0,0,QUOTED
66,37,0,0,QUOTED
31,37,0,0,QUOTED
1,37,0,0,QUOTED
65,37,0,0,QUOTED
64,37,0,0,QUOTED
9,37,0,0,QUOTED
1,37,0,0,QUOTED
4,37,0,0,QUOTED
69,10,0,0,PTEXT
71,10,0,0,PTEXT
65,10,0,0,PTEXT
66,10,0,0,PTEXT
66,10,0,0,PTEXT
67,10,0,0,PTEXT
66,10,0,0,PTEXT
65,10,0,0,PTEXT
64,10,0,0,PTEXT
9,10,0,0,PTEXT
72,13,0,0,PTEXT
70,13,0,0,PTEXT
34,13,0,0,PTEXT
74,19,0,0,PTEXT
72,19,0,0,PTEXT
74,19,0,0,PTEXT
71,19,0,0,PTEXT
71,19,0,0,PTEXT
57,19,0,0,PTEXT
71,24,0,0,PTEXT
67,24,0,0,PTEXT
70,24,0,0,PTEXT
68,24,0,0,PTEXT
54,24,0,0,PTEXT
71,27,0,0,PTEXT
72,27,0,0,PTEXT
14,27,0,0,PTEXT
73,34,0,0,PTEXT
72,34,0,0,PTEXT
69,34,0,0,PTEXT
72,34,0,0,PTEXT
73,34,0,0,PTEXT
72,34,0,0,PTEXT
61,34,0,0,PTEXT
45,35,0,0,PTEXT
3,36,0,0,SIG
80,13,0,0,NNHEAD
43,13,0,0,NNHEAD
52,13,0,0,NNHEAD
47,13,0,0,NNHEAD
39,13,0,0,NNHEAD
25,13,0,0,NNHEAD
30,13,0,0,NNHEAD
26,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
89,13,0,0,NNHEAD
32,13,0,0,NNHEAD
81,17,0,0,QUOTED
70,17,0,0,QUOTED
66,17,0,0,QUOTED
27,17,0,0,QUOTED
63,23,0,0,PTEXT
68,23,0,0,PTEXT
64,23,0,0,PTEXT
68,23,0,0,PTEXT
65,23,0,0,PTEXT
41,23,0,0,PTEXT
65,27,0,0,PTEXT
68,27,0,0,PTEXT
69,27,0,0,PTEXT
33,27,0,0,PTEXT
12,29,0,0,PTEXT
24,29,0,0,PTEXT
80,13,0,0,NNHEAD
43,13,0,0,NNHEAD
52,13,0,0,NNHEAD
45,13,0,0,NNHEAD
39,13,0,0,NNHEAD
25,13,0,0,NNHEAD
30,13,0,0,NNHEAD
30,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
89,13,0,0,NNHEAD
32,13,0,0,NNHEAD
51,16,0,0,QUOTED
67,16,0,0,QUOTED
63,16,0,0,QUOTED
68,20,0,0,QUOTED
68,20,0,0,QUOTED
68,20,0,0,QUOTED
37,20,0,0,QUOTED
75,3,3,0,PTEXT
71,3,0,0,PTEXT
41,3,0,0,PTEXT
73,12,3,0,PTEXT
74,12,0,0,PTEXT
67,12,0,0,PTEXT
70,12,0,0,PTEXT
71,12,0,0,PTEXT
71,12,0,0,PTEXT
70,12,0,0,PTEXT
73,12,0,0,PTEXT
13,12,0,0,PTEXT
18,1,0,5,SIG
163,15,0,0,NNHEAD
43,15,0,0,NNHEAD
135,15,0,0,NNHEAD
49,15,0,0,NNHEAD
39,15,0,0,NNHEAD
25,15,0,0,NNHEAD
30,15,0,0,NNHEAD
56,15,0,0,NNHEAD
9,15,0,0,NNHEAD
23,15,0,0,NNHEAD
32,15,0,0,NNHEAD
110,15,0,0,NNHEAD
26,15,0,0,NNHEAD
32,15,0,0,NNHEAD
69,15,0,0,NNHEAD
76,16,0,0,QUOTED
76,22,0,0,QUOTED
74,22,0,0,QUOTED
76,22,0,0,QUOTED
73,22,0,0,QUOTED
73,22,0,0,QUOTED
59,22,0,0,QUOTED
69,29,0,0,PTEXT
70,29,0,0,PTEXT
68,29,0,0,PTEXT
60,29,0,0,PTEXT
2,29,0,0,PTEXT
63,29,0,0,PTEXT
77,29,0,0,PTEXT
219,13,0,0,NNHEAD
43,13,0,0,NNHEAD
191,13,0,0,NNHEAD
51,13,0,0,NNHEAD
39,13,0,0,NNHEAD
28,13,0,0,NNHEAD
30,13,0,0,NNHEAD
42,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
71,31,0,0,QUOTED
73,31,0,0,QUOTED
76,31,0,0,QUOTED
71,31,0,0,QUOTED
3,31,0,0,QUOTED
68,31,0,0,QUOTED
77,31,0,0,QUOTED
73,31,0,0,QUOTED
72,31,0,0,QUOTED
47,31,0,0,QUOTED
3,31,0,0,QUOTED
76,31,0,0,QUOTED
74,31,0,0,QUOTED
20,31,0,0,QUOTED
3,31,0,0,QUOTED
75,31,0,0,QUOTED
44,31,0,0,QUOTED
3,31,0,0,QUOTED
74,38,0,0,PTEXT
70,38,0,0,PTEXT
72,38,0,0,PTEXT
72,38,0,0,PTEXT
72,38,0,0,PTEXT
71,38,0,0,PTEXT
39,38,0,0,PTEXT
71,48,0,0,PTEXT
71,48,0,0,PTEXT
73,48,0,0,PTEXT
74,48,0,0,PTEXT
73,48,0,0,PTEXT
72,48,0,0,PTEXT
69,48,0,0,PTEXT
73,48,0,0,PTEXT
71,48,0,0,PTEXT
5,48,0,0,PTEXT
9,49,0,0,SIG
191,13,0,0,NNHEAD
43,13,0,0,NNHEAD
163,13,0,0,NNHEAD
43,13,0,0,NNHEAD
39,13,0,0,NNHEAD
47,13,0,0,NNHEAD
37,13,0,0,NNHEAD
51,13,0,0,NNHEAD
9,13,0,0,NNHEAD
29,13,0,0,NNHEAD
56,13,0,0,NNHEAD
68,13,0,0,NNHEAD
42,13,0,0,NNHEAD
39,14,0,0,QUOTED
70,24,0,0,QUOTED
70,24,0,0,QUOTED
72,24,0,0,QUOTED
68,24,0,0,QUOTED
69,24,0,0,QUOTED
45,24,0,0,QUOTED
2,24,0,0,QUOTED
67,24,0,0,QUOTED
69,24,0,0,QUOTED
32,24,0,0,QUOTED
43,25,0,0,PTEXT
71,28,0,0,QUOTED
71,28,0,0,QUOTED
47,28,0,0,QUOTED
70,30,3,0,PTEXT
60,30,0,0,PTEXT
74,34,3,0,PTEXT
68,34,0,0,PTEXT
74,34,0,0,PTEXT
66,34,0,0,PTEXT
68,36,3,0,PTEXT
51,36,0,0,PTEXT
72,38,3,0,PTEXT
10,38,0,0,PTEXT
71,42,3,0,PTEXT
73,42,0,0,PTEXT
74,42,0,0,PTEXT
49,42,0,0,PTEXT
73,44,3,0,PTEXT
74,44,0,0,PTEXT
73,3,3,0,PTEXT
68,3,0,0,PTEXT
28,3,0,0,PTEXT
72,10,3,0,PTEXT
74,10,0,0,PTEXT
66,10,0,0,PTEXT
73,10,0,0,PTEXT
71,10,0,0,PTEXT
74,10,0,0,PTEXT
9,10,0,0,PTEXT
73,11,3,0,PTEXT
3,12,0,0,SIG
147,14,0,0,NNHEAD
43,14,0,0,NNHEAD
119,14,0,0,NNHEAD
47,14,0,0,NNHEAD
39,14,0,0,NNHEAD
51,14,0,0,NNHEAD
32,14,0,0,NNHEAD
48,14,0,0,NNHEAD
9,14,0,0,NNHEAD
36,14,0,0,NNHEAD
43,14,0,0,NNHEAD
113,14,0,0,NNHEAD
36,14,0,0,NNHEAD
38,14,0,0,NNHEAD
56,25,0,0,QUOTED
44,25,0,0,QUOTED
73,25,0,0,QUOTED
75,25,0,0,QUOTED
67,25,0,0,QUOTED
74,25,0,0,QUOTED
72,25,0,0,QUOTED
75,25,0,0,QUOTED
10,25,0,0,QUOTED
1,25,0,0,QUOTED
74,25,0,0,QUOTED
72,28,0,0,PTEXT
69,28,0,0,PTEXT
68,28,0,0,PTEXT
71,32,0,0,PTEXT
70,32,0,0,PTEXT
67,32,0,0,PTEXT
29,32,0,0,PTEXT
68,34,0,0,PTEXT
25,34,0,0,PTEXT
69,41,0,0,PTEXT
65,41,0,0,PTEXT
69,41,0,0,PTEXT
68,41,0,0,PTEXT
66,41,0,0,PTEXT
64,41,0,0,PTEXT
57,41,0,0,PTEXT
3,42,0,0,SIG
191,13,0,0,NNHEAD
43,13,0,0,NNHEAD
163,13,0,0,NNHEAD
43,13,0,0,NNHEAD
39,13,0,0,NNHEAD
47,13,0,0,NNHEAD
37,13,0,0,NNHEAD
51,13,0,0,NNHEAD
